BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,GenderCode,RaceDesc,MaritalDesc,TrainingType,TrainingOutcome,CurrentEmployeeRating,EngagementScore,SatisfactionScore,Work-LifeBalanceScore,TrainingDurationDays,TrainingCost,Age,PerformanceScore
BPC,Active,Contract,Zone B,Part-Time,Production,Male,Black,Divorced,Internal,Failed,3,3,4,1,5,113.48,25,1
CCDR,Active,Full-Time,Zone A,Full-Time,Production,Male,Hispanic,Single,External,Incomplete,3,3,5,5,4,882.2,62,1
SVG,Active,Full-Time,Zone A,Full-Time,Production,Male,Asian,Single,Internal,Incomplete,3,3,4,4,2,288.16,22,1
EW,Active,Full-Time,Zone A,Full-Time,Production,Male,Asian,Divorced,External,Completed,3,4,2,5,1,815.52,30,1
MSC,Active,Part-Time,Zone B,Full-Time,Production,Female,Other,Divorced,Internal,Completed,3,3,2,3,4,461.06,35,1
TNS,Active,Part-Time,Zone B,Temporary,Production,Female,Black,Widowed,External,Incomplete,3,5,2,5,2,580.16,45,1
PYZ,Active,Full-Time,Zone C,Temporary,Production,Female,Black,Single,External,Incomplete,4,3,3,3,3,336.69,80,1
WBL,Active,Part-Time,Zone C,Temporary,Production,Male,Other,Divorced,Internal,Completed,3,2,1,5,1,990.69,65,1
NEL,Active,Contract,Zone C,Part-Time,Production,Male,Hispanic,Widowed,Internal,Completed,3,5,5,3,2,939.39,65,1
PL,Active,Full-Time,Zone C,Full-Time,Production,Male,Asian,Widowed,External,Passed,3,4,3,4,1,941.12,36,1
CCDR,Active,Part-Time,Zone B,Temporary,Production,Female,White,Divorced,External,Incomplete,1,2,4,5,3,614.53,75,3
EW,Active,Contract,Zone A,Temporary,Production,Male,Asian,Married,External,Passed,3,4,4,3,1,734.94,61,3
MSC,Active,Part-Time,Zone A,Temporary,Production,Male,White,Single,Internal,Completed,3,4,3,5,5,589.5,70,2
TNS,Active,Part-Time,Zone C,Full-Time,Production,Male,Asian,Single,Internal,Completed,1,1,1,5,3,311.28,27,2
PYZ,Active,Full-Time,Zone B,Part-Time,Production,Male,Black,Widowed,Internal,Passed,3,4,5,3,5,671.88,40,2
SVG,Active,Part-Time,Zone B,Temporary,Production,Female,White,Married,External,Completed,2,3,1,1,1,861.5,42,3
EW,Terminated,Full-Time,Zone A,Part-Time,Production,Female,Hispanic,Married,External,Completed,4,3,3,5,2,649.18,58,0
MSC,Terminated,Contract,Zone C,Temporary,Production,Female,Hispanic,Divorced,External,Failed,4,1,1,4,4,492.2,29,0
TNS,Terminated,Contract,Zone B,Part-Time,Production,Female,Hispanic,Widowed,Internal,Passed,3,2,1,2,2,299.59,31,0
PYZ,Active,Full-Time,Zone A,Part-Time,Production,Female,Other,Single,Internal,Failed,4,3,4,1,2,982.33,28,0
WBL,Active,Full-Time,Zone A,Full-Time,Production,Female,Hispanic,Married,External,Passed,3,2,5,4,2,830.36,39,0
PYZ,Terminated,Part-Time,Zone B,Temporary,Production,Male,Asian,Divorced,External,Passed,2,2,4,3,1,973.34,45,0
PL,Active,Part-Time,Zone A,Temporary,Production,Male,Hispanic,Divorced,Internal,Failed,1,4,1,1,4,667.34,31,0
NEL,Active,Part-Time,Zone B,Temporary,Production,Male,Other,Single,Internal,Failed,2,4,1,4,4,480.17,71,0
MSC,Active,Part-Time,Zone C,Part-Time,Production,Male,Asian,Single,External,Failed,3,2,4,1,3,346.28,43,3
EW,Active,Part-Time,Zone A,Part-Time,Production,Female,White,Widowed,External,Completed,4,5,5,5,3,121.45,69,3
CCDR,Active,Full-Time,Zone C,Part-Time,Production,Female,Asian,Married,External,Incomplete,5,2,4,5,2,669.3,43,3
BPC,Active,Full-Time,Zone A,Part-Time,Production,Female,White,Single,Internal,Completed,3,3,1,4,5,983.59,53,3
WBL,Active,Full-Time,Zone B,Part-Time,Production,Male,White,Divorced,Internal,Completed,3,2,1,4,1,304.9,45,3
TNS,Active,Contract,Zone B,Temporary,Production,Male,Asian,Divorced,External,Passed,3,3,2,4,3,778.72,27,3
SVG,Active,Full-Time,Zone C,Part-Time,Production,Male,Black,Married,External,Passed,4,5,5,2,4,136.15,46,3
PYZ,Active,Full-Time,Zone C,Part-Time,Production,Male,Black,Divorced,Internal,Incomplete,5,3,5,3,4,339.84,50,3
PL,Active,Full-Time,Zone C,Part-Time,Production,Female,Hispanic,Single,External,Completed,1,5,5,3,1,791.78,61,3
NEL,Active,Part-Time,Zone A,Temporary,Production,Female,Black,Single,External,Incomplete,1,4,3,3,5,853.26,40,2
EW,Active,Full-Time,Zone B,Temporary,Production,Male,Hispanic,Widowed,External,Incomplete,3,3,4,1,5,235.82,35,1
CCDR,Active,Full-Time,Zone B,Part-Time,Production,Male,White,Married,Internal,Passed,4,3,5,2,5,448.57,55,1
BPC,Active,Contract,Zone A,Full-Time,Production,Male,Black,Widowed,External,Incomplete,4,1,1,4,3,572.56,45,1
SVG,Terminated,Full-Time,Zone A,Full-Time,Production,Female,Black,Married,Internal,Incomplete,1,5,3,3,4,959.78,29,1
EW,Active,Contract,Zone B,Full-Time,Production,Female,Asian,Married,External,Passed,2,4,1,3,3,363.02,31,1
MSC,Terminated,Contract,Zone C,Temporary,Production,Female,Other,Married,Internal,Completed,4,1,1,3,2,325.7,75,1
TNS,Active,Contract,Zone B,Full-Time,Production,Female,Hispanic,Divorced,Internal,Incomplete,3,1,2,1,3,727.75,75,1
PYZ,Active,Part-Time,Zone B,Full-Time,Production,Female,White,Single,Internal,Passed,3,2,1,5,2,845.21,61,1
NEL,Active,Full-Time,Zone B,Full-Time,Production,Male,Black,Widowed,External,Incomplete,2,5,4,5,4,327.82,60,1
PL,Terminated,Part-Time,Zone B,Full-Time,Production,Male,White,Married,Internal,Passed,2,1,5,5,1,512.55,73,1
BPC,Terminated,Full-Time,Zone A,Temporary,Production,Male,Asian,Married,Internal,Completed,3,2,1,4,1,457.17,50,1
CCDR,Terminated,Part-Time,Zone C,Temporary,Production,Male,Asian,Divorced,Internal,Incomplete,4,1,2,5,4,573.33,50,1
SVG,Active,Contract,Zone B,Part-Time,Production,Male,Asian,Widowed,External,Failed,1,4,3,3,3,135.18,64,1
EW,Active,Contract,Zone A,Full-Time,Production,Female,Other,Married,External,Failed,4,1,4,1,3,911.12,25,1
MSC,Active,Part-Time,Zone C,Temporary,Production,Female,Other,Divorced,Internal,Incomplete,3,1,2,5,5,693.8,76,1
TNS,Active,Contract,Zone A,Part-Time,Production,Male,Hispanic,Divorced,Internal,Completed,5,5,1,2,5,419.79,54,1
BPC,Active,Contract,Zone B,Part-Time,Production,Male,Other,Divorced,External,Failed,3,4,5,3,1,693.56,79,1
CCDR,Active,Contract,Zone B,Temporary,Production,Male,Black,Widowed,External,Incomplete,4,4,5,5,1,161.47,57,1
EW,Active,Part-Time,Zone B,Part-Time,Production,Male,Hispanic,Single,External,Passed,3,2,4,1,5,773.63,22,1
MSC,Active,Part-Time,Zone B,Part-Time,Production,Male,Black,Widowed,Internal,Incomplete,5,3,4,4,5,695.42,66,1
PL,Active,Full-Time,Zone C,Temporary,Production,Male,White,Divorced,Internal,Failed,3,4,5,2,2,702.69,55,1
PYZ,Active,Contract,Zone C,Temporary,Production,Male,White,Married,External,Failed,1,4,4,4,1,473.1,56,1
SVG,Active,Full-Time,Zone A,Part-Time,Production,Male,Other,Married,Internal,Incomplete,2,3,1,3,2,119.82,44,1
TNS,Active,Part-Time,Zone B,Part-Time,Production,Male,Hispanic,Divorced,External,Failed,5,2,5,1,1,157.8,72,1
SVG,Terminated,Full-Time,Zone A,Temporary,Production,Female,Hispanic,Widowed,Internal,Completed,3,3,3,5,3,791.98,22,1
EW,Terminated,Full-Time,Zone B,Temporary,Production,Female,Asian,Divorced,External,Incomplete,3,1,3,4,5,752.97,67,1
MSC,Terminated,Full-Time,Zone C,Part-Time,Production,Female,Other,Single,External,Completed,4,2,2,4,5,916.21,21,1
TNS,Terminated,Full-Time,Zone A,Temporary,Production,Female,Hispanic,Widowed,External,Completed,1,2,5,4,2,751.04,75,1
PYZ,Active,Contract,Zone A,Temporary,Production,Female,Asian,Married,Internal,Passed,2,2,1,1,3,620.63,40,1
WBL,Active,Contract,Zone A,Part-Time,Production,Male,Black,Married,Internal,Passed,2,2,1,3,3,439.3,70,1
NEL,Active,Part-Time,Zone B,Full-Time,Production,Female,Asian,Widowed,Internal,Completed,5,4,3,2,1,716.39,56,1
PL,Terminated,Full-Time,Zone C,Full-Time,Production,Male,Asian,Single,External,Failed,4,5,4,4,5,300.33,41,1
BPC,Active,Part-Time,Zone B,Full-Time,Production,Male,Black,Widowed,Internal,Passed,3,2,1,5,3,337.15,51,1
CCDR,Terminated,Part-Time,Zone C,Temporary,Production,Male,Black,Widowed,External,Failed,2,2,5,5,5,725.6,77,1
SVG,Active,Full-Time,Zone C,Part-Time,Production,Male,Other,Married,Internal,Failed,1,4,1,3,5,588.88,50,1
EW,Active,Full-Time,Zone A,Full-Time,Production,Female,Other,Married,External,Passed,4,1,3,3,4,742.98,36,1
MSC,Active,Full-Time,Zone C,Part-Time,Production,Male,Black,Single,External,Passed,1,4,1,5,5,283.05,65,1
TNS,Active,Contract,Zone A,Full-Time,Production,Male,Other,Single,Internal,Incomplete,3,1,1,4,4,511.13,49,1
PYZ,Active,Full-Time,Zone A,Temporary,Production,Male,White,Divorced,Internal,Completed,2,3,1,5,1,158.86,68,1
WBL,Active,Part-Time,Zone B,Part-Time,Production,Male,White,Single,External,Failed,4,1,3,2,1,741.95,60,1
NEL,Active,Full-Time,Zone C,Full-Time,Production,Male,Black,Married,External,Incomplete,1,3,3,5,4,132.52,42,1
BPC,Active,Full-Time,Zone A,Temporary,Production,Female,Hispanic,Married,External,Failed,3,1,5,3,4,521.51,77,1
SVG,Terminated,Contract,Zone A,Temporary,Production,Male,Other,Divorced,Internal,Failed,3,2,1,1,4,917.17,76,1
EW,Active,Contract,Zone B,Full-Time,Production,Male,Black,Married,Internal,Completed,1,3,4,1,2,790.71,64,1
MSC,Active,Full-Time,Zone A,Part-Time,Production,Male,Other,Widowed,External,Passed,3,4,3,1,1,680.48,61,1
CCDR,Active,Contract,Zone A,Full-Time,Production,Female,Black,Married,External,Failed,1,2,4,1,1,947.57,36,1
SVG,Active,Part-Time,Zone B,Temporary,Production,Female,Black,Divorced,Internal,Failed,2,2,1,1,2,594.61,71,1
EW,Terminated,Full-Time,Zone B,Full-Time,Production,Female,White,Widowed,External,Incomplete,3,3,2,5,1,775.59,73,1
MSC,Active,Full-Time,Zone B,Temporary,Production,Female,Black,Single,External,Incomplete,3,2,1,5,2,239.16,27,1
TNS,Active,Part-Time,Zone A,Temporary,Production,Female,Hispanic,Widowed,Internal,Completed,3,1,1,2,5,275.94,53,1
PYZ,Active,Part-Time,Zone A,Part-Time,Production,Female,Black,Widowed,Internal,Incomplete,3,4,4,5,4,466.32,76,1
TNS,Terminated,Full-Time,Zone B,Part-Time,Production,Female,Black,Divorced,Internal,Completed,2,2,5,3,4,840.46,28,1
SVG,Active,Contract,Zone B,Full-Time,Production,Female,Black,Divorced,Internal,Completed,4,2,4,1,3,145.76,29,1
PYZ,Active,Full-Time,Zone A,Full-Time,Production,Male,Asian,Married,Internal,Incomplete,3,3,5,3,2,647.7,68,1
PL,Terminated,Contract,Zone B,Temporary,Production,Male,Asian,Married,Internal,Incomplete,3,1,3,3,2,536.2,27,1
NEL,Terminated,Part-Time,Zone B,Temporary,Production,Male,Asian,Married,Internal,Incomplete,3,2,2,4,5,769.97,40,1
MSC,Active,Full-Time,Zone A,Temporary,Production,Female,Asian,Divorced,External,Completed,3,2,5,1,1,894.66,56,1
EW,Terminated,Part-Time,Zone A,Temporary,Production,Female,Hispanic,Divorced,External,Failed,3,1,5,2,2,374.02,48,1
CCDR,Active,Part-Time,Zone B,Full-Time,Production,Male,Black,Single,Internal,Passed,3,5,3,1,5,569.42,21,1
BPC,Active,Contract,Zone B,Part-Time,Production,Male,Other,Widowed,Internal,Completed,3,2,1,3,1,172.82,41,1
WBL,Active,Contract,Zone A,Full-Time,Production,Male,Black,Married,Internal,Completed,3,4,1,5,4,585.84,41,1
TNS,Active,Contract,Zone C,Temporary,Production,Male,Black,Single,External,Completed,3,4,3,2,1,759.38,55,1
SVG,Active,Full-Time,Zone A,Full-Time,Production,Male,Other,Married,Internal,Completed,3,1,5,3,5,341.74,31,1
MSC,Terminated,Full-Time,Zone B,Temporary,Production,Male,Asian,Widowed,Internal,Passed,3,1,5,1,5,506.4,35,1
EW,Active,Contract,Zone A,Full-Time,Production,Male,Asian,Divorced,External,Completed,3,3,4,3,5,851.24,58,1
CCDR,Active,Contract,Zone A,Temporary,Production,Female,White,Single,Internal,Completed,3,3,3,2,2,671.12,24,1
PL,Active,Contract,Zone C,Temporary,Production,Female,Black,Divorced,External,Passed,3,3,2,2,1,257.8,45,1
PYZ,Terminated,Full-Time,Zone A,Part-Time,Production,Female,Black,Divorced,External,Failed,3,3,4,2,4,280.06,59,1
SVG,Terminated,Full-Time,Zone C,Part-Time,Production,Female,White,Widowed,External,Passed,3,1,2,1,4,140.03,51,1
TNS,Terminated,Part-Time,Zone A,Full-Time,Production,Female,Black,Married,External,Completed,3,3,4,2,2,796.95,47,1
WBL,Active,Contract,Zone A,Part-Time,Production,Female,Other,Widowed,External,Incomplete,3,3,1,4,1,997.38,43,1
PYZ,Active,Full-Time,Zone A,Temporary,Production,Female,Hispanic,Single,External,Completed,3,3,2,1,2,676.95,61,1
WBL,Active,Full-Time,Zone B,Full-Time,Production,Female,Asian,Divorced,External,Failed,3,4,1,1,2,348.89,42,1
NEL,Active,Part-Time,Zone C,Full-Time,Production,Male,White,Married,External,Passed,3,2,2,2,1,385.62,21,1
PL,Active,Full-Time,Zone B,Full-Time,Production,Male,Asian,Married,Internal,Completed,3,2,3,3,2,552.67,67,1
BPC,Active,Contract,Zone A,Full-Time,Production,Male,Asian,Widowed,External,Failed,5,1,1,3,2,645.11,22,1
CCDR,Active,Part-Time,Zone A,Part-Time,Production,Male,White,Divorced,External,Passed,3,4,3,2,1,954.02,33,3
SVG,Active,Contract,Zone A,Part-Time,Production,Female,Hispanic,Married,External,Incomplete,3,1,5,2,5,255.74,55,3
EW,Active,Contract,Zone A,Full-Time,Production,Female,Black,Married,External,Completed,3,3,4,2,2,279.38,45,1
MSC,Active,Full-Time,Zone C,Full-Time,Production,Male,Other,Widowed,External,Passed,3,1,1,1,5,303.44,59,1
TNS,Active,Full-Time,Zone A,Temporary,Production,Male,Hispanic,Single,Internal,Incomplete,3,3,1,3,4,809.38,58,3
PYZ,Active,Contract,Zone C,Part-Time,Production,Male,Other,Married,Internal,Completed,3,5,3,5,4,886.12,69,1
WBL,Active,Contract,Zone C,Temporary,Production,Female,Hispanic,Single,External,Incomplete,3,2,1,4,2,125.88,71,1
NEL,Active,Full-Time,Zone A,Full-Time,Production,Male,White,Divorced,Internal,Passed,3,3,3,5,1,493.72,74,1
BPC,Active,Full-Time,Zone C,Part-Time,Production,Female,Hispanic,Single,External,Incomplete,3,3,2,2,4,414.55,41,1
CCDR,Active,Full-Time,Zone B,Part-Time,Production,Male,Other,Divorced,External,Incomplete,3,2,5,2,1,391.88,40,1
SVG,Active,Contract,Zone C,Temporary,Production,Male,Other,Married,External,Passed,3,4,1,5,4,600.64,47,1
EW,Active,Contract,Zone C,Temporary,Production,Male,Asian,Single,External,Passed,3,4,5,4,1,997.74,57,1
PYZ,Active,Contract,Zone B,Full-Time,IT/IS,Female,White,Widowed,External,Passed,3,5,4,4,4,254.26,71,1
TNS,Active,Part-Time,Zone B,Part-Time,IT/IS,Male,Hispanic,Single,External,Incomplete,3,3,1,5,3,786.62,18,1
PL,Active,Full-Time,Zone A,Temporary,IT/IS,Female,Black,Single,External,Completed,3,3,3,1,3,189.7,61,1
PL,Active,Part-Time,Zone B,Temporary,IT/IS,Male,Hispanic,Widowed,External,Completed,3,1,1,1,2,484.02,64,1
BPC,Active,Contract,Zone B,Full-Time,IT/IS,Female,Hispanic,Single,Internal,Failed,3,3,3,1,5,299.74,34,1
SVG,Active,Part-Time,Zone A,Part-Time,IT/IS,Male,Hispanic,Widowed,Internal,Failed,3,2,3,4,1,169.79,67,1
SVG,Active,Contract,Zone C,Part-Time,IT/IS,Male,White,Divorced,Internal,Failed,3,1,5,3,1,910.09,37,1
WBL,Active,Full-Time,Zone A,Temporary,IT/IS,Male,Hispanic,Single,External,Passed,3,1,1,5,5,912.1,65,1
CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,Female,Black,Single,Internal,Incomplete,3,3,3,1,4,456.65,43,2
CCDR,Active,Part-Time,Zone A,Part-Time,IT/IS,Male,Asian,Single,External,Incomplete,3,1,1,3,4,313.5,70,1
MSC,Active,Full-Time,Zone B,Part-Time,IT/IS,Female,Asian,Single,Internal,Incomplete,3,4,1,1,3,906.45,63,1
EW,Active,Contract,Zone C,Full-Time,IT/IS,Female,Other,Divorced,External,Incomplete,3,1,3,4,2,333.8,42,1
TNS,Active,Contract,Zone A,Temporary,IT/IS,Male,White,Single,External,Passed,3,5,4,4,2,866.63,40,1
WBL,Active,Full-Time,Zone B,Part-Time,Executive Office,Male,Hispanic,Divorced,Internal,Incomplete,3,4,4,5,5,357.58,44,1
TNS,Active,Full-Time,Zone A,Temporary,Executive Office,Male,White,Single,External,Completed,3,5,4,1,4,516.9,35,2
SVG,Active,Contract,Zone C,Full-Time,IT/IS,Male,Black,Single,Internal,Completed,3,4,4,5,5,200.23,72,1
PYZ,Active,Full-Time,Zone A,Part-Time,IT/IS,Male,Black,Married,Internal,Completed,3,4,4,2,1,728.77,24,1
PL,Active,Part-Time,Zone B,Full-Time,IT/IS,Male,Asian,Divorced,Internal,Completed,3,2,1,3,4,286.12,22,1
NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Male,Asian,Widowed,Internal,Failed,3,3,3,4,5,997.15,27,1
PL,Active,Part-Time,Zone A,Full-Time,IT/IS,Male,Black,Divorced,External,Failed,3,2,5,1,2,984.63,29,1
BPC,Active,Part-Time,Zone C,Full-Time,IT/IS,Male,Other,Married,External,Incomplete,3,3,2,1,5,233.67,63,3
CCDR,Active,Part-Time,Zone C,Temporary,IT/IS,Male,White,Widowed,Internal,Completed,3,1,1,3,3,142.42,72,0
SVG,Active,Part-Time,Zone C,Part-Time,IT/IS,Female,Hispanic,Divorced,Internal,Failed,3,3,2,5,2,784.73,68,2
PYZ,Active,Full-Time,Zone A,Part-Time,Executive Office,Male,Asian,Single,External,Completed,3,3,5,2,2,409.16,69,0
WBL,Active,Contract,Zone C,Part-Time,Executive Office,Male,Hispanic,Married,External,Passed,3,3,5,5,1,700.53,58,1
NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Male,Hispanic,Divorced,External,Failed,3,5,3,1,3,439.63,26,1
PL,Active,Contract,Zone A,Temporary,IT/IS,Male,Black,Single,External,Incomplete,3,2,3,5,3,830.78,75,1
BPC,Active,Part-Time,Zone A,Part-Time,IT/IS,Male,Other,Single,Internal,Failed,3,5,3,1,3,320.34,66,0
CCDR,Active,Part-Time,Zone A,Full-Time,IT/IS,Female,Asian,Single,Internal,Failed,3,1,1,2,2,510.23,39,0
PL,Active,Contract,Zone B,Part-Time,IT/IS,Male,Hispanic,Divorced,External,Failed,3,3,3,4,4,403.0,21,0
BPC,Active,Part-Time,Zone B,Full-Time,IT/IS,Male,Hispanic,Single,External,Failed,3,1,5,4,4,170.61,54,1
CCDR,Active,Full-Time,Zone C,Full-Time,IT/IS,Male,Asian,Single,External,Passed,3,5,4,4,4,872.91,51,1
PYZ,Active,Part-Time,Zone C,Temporary,Executive Office,Male,White,Single,External,Failed,3,3,2,5,5,603.67,60,0
WBL,Active,Contract,Zone A,Full-Time,Executive Office,Male,Hispanic,Single,Internal,Passed,3,4,5,3,5,546.24,50,0
NEL,Active,Contract,Zone C,Full-Time,IT/IS,Male,Asian,Single,Internal,Incomplete,3,4,5,1,4,607.97,45,1
PL,Active,Part-Time,Zone B,Temporary,IT/IS,Male,Hispanic,Single,Internal,Completed,3,5,3,1,4,130.59,21,1
BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Male,Asian,Married,Internal,Incomplete,3,5,1,4,2,443.56,23,1
CCDR,Active,Contract,Zone A,Part-Time,IT/IS,Female,White,Widowed,External,Passed,3,3,3,1,3,436.47,42,1
MSC,Active,Part-Time,Zone B,Temporary,IT/IS,Male,Hispanic,Single,Internal,Completed,3,1,3,5,1,355.75,67,1
WBL,Active,Part-Time,Zone B,Temporary,Executive Office,Male,Black,Single,External,Incomplete,3,5,2,5,5,913.62,77,1
WBL,Active,Part-Time,Zone B,Part-Time,Executive Office,Male,Other,Widowed,External,Passed,3,5,3,4,1,157.94,22,1
TNS,Active,Part-Time,Zone C,Part-Time,Executive Office,Male,Other,Divorced,External,Completed,3,5,1,4,4,527.6,29,0
SVG,Active,Contract,Zone B,Temporary,IT/IS,Male,Black,Widowed,External,Completed,3,1,1,2,1,601.2,59,0
PYZ,Active,Full-Time,Zone B,Full-Time,IT/IS,Male,Other,Married,External,Failed,3,3,3,1,4,478.88,71,1
PL,Active,Full-Time,Zone B,Part-Time,IT/IS,Female,Hispanic,Married,External,Completed,3,1,2,5,1,838.69,27,0
NEL,Active,Contract,Zone B,Temporary,IT/IS,Female,Asian,Single,Internal,Completed,3,2,4,3,4,389.63,24,1
PL,Active,Full-Time,Zone C,Part-Time,IT/IS,Male,Other,Widowed,Internal,Passed,3,3,1,5,1,911.36,57,0
CCDR,Active,Contract,Zone A,Temporary,IT/IS,Female,Other,Single,Internal,Incomplete,3,4,2,1,5,274.98,47,0
MSC,Active,Part-Time,Zone C,Temporary,Production,Male,Asian,Single,External,Completed,3,1,4,3,2,399.26,57,2
TNS,Active,Contract,Zone A,Full-Time,Executive Office,Male,Other,Divorced,Internal,Incomplete,3,2,1,5,4,993.08,61,1
PYZ,Active,Part-Time,Zone B,Full-Time,Executive Office,Male,Other,Widowed,External,Failed,3,5,3,3,4,540.57,32,1
WBL,Active,Contract,Zone A,Part-Time,IT/IS,Male,Hispanic,Widowed,Internal,Completed,3,3,1,2,3,272.58,19,1
NEL,Active,Full-Time,Zone A,Temporary,IT/IS,Male,Hispanic,Divorced,External,Completed,3,1,4,2,2,905.51,42,1
PL,Active,Contract,Zone B,Temporary,IT/IS,Male,Asian,Single,External,Completed,3,1,5,1,1,919.25,57,1
BPC,Active,Full-Time,Zone B,Full-Time,IT/IS,Female,White,Widowed,External,Completed,3,4,5,2,5,979.98,51,1
CCDR,Active,Contract,Zone B,Part-Time,IT/IS,Female,Asian,Single,Internal,Completed,3,5,5,3,3,499.86,52,1
NEL,Active,Full-Time,Zone B,Part-Time,IT/IS,Male,Hispanic,Widowed,Internal,Completed,3,3,4,5,3,598.22,50,1
PL,Active,Part-Time,Zone C,Part-Time,IT/IS,Male,Hispanic,Married,External,Passed,3,4,4,5,2,421.93,23,1
BPC,Active,Contract,Zone A,Temporary,IT/IS,Male,Asian,Divorced,External,Incomplete,3,5,5,1,2,860.22,52,1
CCDR,Active,Contract,Zone C,Temporary,IT/IS,Female,Hispanic,Single,External,Failed,3,3,2,5,1,946.23,67,0
MSC,Active,Part-Time,Zone A,Full-Time,Executive Office,Male,Asian,Single,External,Passed,3,3,3,4,1,888.55,42,0
TNS,Active,Contract,Zone B,Part-Time,Executive Office,Male,Other,Divorced,Internal,Passed,3,4,4,1,5,749.69,51,1
PYZ,Active,Full-Time,Zone C,Part-Time,IT/IS,Male,Hispanic,Married,Internal,Incomplete,3,1,5,2,2,613.95,23,1
WBL,Active,Part-Time,Zone B,Temporary,IT/IS,Male,Black,Single,Internal,Completed,3,4,3,1,3,934.92,48,1
NEL,Active,Part-Time,Zone B,Part-Time,IT/IS,Male,Other,Divorced,External,Failed,3,5,3,5,3,170.61,27,1
PL,Active,Contract,Zone C,Part-Time,IT/IS,Female,Asian,Married,Internal,Completed,3,5,3,3,2,654.09,73,1
BPC,Active,Contract,Zone B,Full-Time,IT/IS,Female,White,Widowed,Internal,Incomplete,3,2,2,1,2,842.6,31,1
CCDR,Active,Full-Time,Zone B,Temporary,IT/IS,Female,Black,Widowed,External,Passed,3,4,2,3,1,789.88,32,1
EW,Active,Full-Time,Zone B,Part-Time,IT/IS,Female,Black,Single,External,Failed,3,5,5,5,2,324.81,73,1
MSC,Active,Part-Time,Zone B,Temporary,IT/IS,Male,Other,Single,External,Passed,3,5,2,5,4,298.1,41,1
TNS,Active,Contract,Zone B,Part-Time,Executive Office,Male,Black,Single,External,Incomplete,3,2,1,1,1,292.8,40,1
WBL,Active,Full-Time,Zone B,Temporary,IT/IS,Male,Asian,Divorced,External,Completed,3,2,3,3,4,596.62,23,1
BPC,Active,Full-Time,Zone C,Temporary,IT/IS,Male,Other,Single,External,Passed,3,3,2,2,5,774.74,62,1
CCDR,Active,Full-Time,Zone A,Full-Time,IT/IS,Male,Hispanic,Divorced,External,Completed,3,5,4,2,5,894.59,44,1
EW,Active,Full-Time,Zone B,Part-Time,IT/IS,Female,Asian,Married,External,Failed,3,3,1,2,1,242.36,70,1
MSC,Active,Full-Time,Zone A,Full-Time,IT/IS,Female,Black,Married,External,Failed,3,4,3,5,4,533.27,64,1
NEL,Active,Full-Time,Zone C,Full-Time,IT/IS,Female,Other,Single,External,Completed,3,2,1,2,1,983.77,77,1
PL,Active,Part-Time,Zone B,Temporary,IT/IS,Female,Other,Widowed,Internal,Passed,3,5,3,1,4,293.64,39,1
